Codigo,Espacialidades,IDHM_2010,IDHM_Renda_2010,IDHM_Longevidade_2010,IDHM_Educacao_2010
4301636,Balneário Pinhal,"0,696","0,71","0,836","0,567"
3504800,Bálsamo,"0,756","0,746","0,835","0,695"
4102307,Balsa Nova,"0,696","0,707","0,823","0,579"
2101400,Balsas,"0,687","0,674","0,807","0,597"
3105103,Bambuí,"0,741","0,735","0,87","0,636"
2301851,Banabuiú,"0,606","0,54","0,779","0,53"
3504909,Bananal,"0,733","0,693","0,872","0,653"
2501500,Bananeiras,"0,568","0,555","0,766","0,43"
3105202,Bandeira,"0,599","0,583","0,811","0,454"
3105301,Bandeira do Sul,"0,692","0,681","0,802","0,608"
4202081,Bandeirante,"0,672","0,675","0,795","0,565"
4102406,Bandeirantes,"0,727","0,714","0,819","0,658"
5001508,Bandeirantes,"0,681","0,694","0,848","0,537"
1703057,Bandeirantes do Tocantins,"0,638","0,57","0,797","0,571"
1501253,Bannach,"0,594","0,635","0,784","0,42"
2902658,Banzaê,"0,579","0,539","0,769","0,468"
4301651,Barão,"0,748","0,767","0,836","0,652"
3505005,Barão de Antonina,"0,711","0,676","0,82","0,649"
3105400,Barão de Cocais,"0,722","0,679","0,858","0,647"
4301701,Barão de Cotegipe,"0,719","0,745","0,842","0,593"
2101509,Barão de Grajaú,"0,592","0,578","0,743","0,484"
5101605,Barão de Melgaço,"0,6","0,598","0,82","0,44"
3105509,Barão de Monte Alto,"0,649","0,619","0,827","0,533"
4301750,Barão do Triunfo,"0,61","0,645","0,821","0,428"
2401453,Baraúna,"0,574","0,562","0,756","0,446"
2501534,Baraúna,"0,558","0,526","0,718","0,459"
3105608,Barbacena,"0,769","0,751","0,881","0,687"
2301901,Barbalha,"0,683","0,613","0,817","0,637"
3505104,Barbosa,"0,699","0,676","0,843","0,599"
4102505,Barbosa Ferraz,"0,696","0,667","0,808","0,625"
1501303,Barcarena,"0,662","0,643","0,801","0,564"
2401503,Barcelona,"0,566","0,564","0,726","0,442"
1300409,Barcelos,"0,5","0,545","0,728","0,315"
3505203,Bariri,"0,75","0,736","0,867","0,662"
2902708,Barra,"0,557","0,503","0,75","0,457"
3505302,Barra Bonita,"0,788","0,762","0,869","0,739"
4202099,Barra Bonita,"0,701","0,692","0,83","0,599"
4102604,Barracão,"0,706","0,716","0,833","0,59"
4301800,Barracão,"0,71","0,711","0,885","0,568"
2902807,Barra da Estiva,"0,575","0,566","0,717","0,469"
2201176,Barra D'Alcântara,"0,577","0,526","0,777","0,471"
2601300,Barra de Guabiraba,"0,577","0,558","0,726","0,474"
2501575,Barra de Santana,"0,567","0,526","0,747","0,465"
2501609,Barra de Santa Rosa,"0,562","0,542","0,753","0,434"
2700508,Barra de Santo Antônio,"0,557","0,552","0,732","0,428"
3200904,Barra de São Francisco,"0,683","0,673","0,815","0,58"
2501708,Barra de São Miguel,"0,572","0,584","0,728","0,44"
2700607,Barra de São Miguel,"0,615","0,638","0,767","0,475"
5101704,Barra do Bugres,"0,693","0,684","0,818","0,595"
3505351,Barra do Chapéu,"0,66","0,617","0,779","0,599"
2902906,Barra do Choça,"0,551","0,563","0,77","0,386"
2101608,Barra do Corda,"0,606","0,585","0,763","0,498"
5101803,Barra do Garças,"0,748","0,738","0,817","0,693"
4301859,Barra do Guarita,"0,734","0,696","0,845","0,672"
4102703,Barra do Jacaré,"0,744","0,678","0,813","0,747"
2903003,Barra do Mendes,"0,63","0,578","0,784","0,553"
1703073,Barra do Ouro,"0,603","0,557","0,76","0,517"
3300308,Barra do Piraí,"0,733","0,723","0,819","0,665"
4301875,Barra do Quaraí,"0,662","0,659","0,802","0,548"
4301909,Barra do Ribeiro,"0,67","0,691","0,822","0,529"
4301925,Barra do Rio Azul,"0,723","0,703","0,842","0,638"
2903102,Barra do Rocha,"0,577","0,585","0,705","0,465"
2800605,Barra dos Coqueiros,"0,649","0,647","0,776","0,545"
3505401,Barra do Turvo,"0,641","0,625","0,792","0,532"
4301958,Barra Funda,"0,763","0,731","0,856","0,71"
3105707,Barra Longa,"0,624","0,613","0,823","0,482"
3300407,Barra Mansa,"0,729","0,72","0,819","0,657"
2201200,Barras,"0,595","0,558","0,779","0,485"
4202107,Barra Velha,"0,738","0,735","0,857","0,639"
2301950,Barreira,"0,616","0,551","0,771","0,551"
2903201,Barreiras,"0,721","0,695","0,807","0,668"
2201309,Barreiras do Piauí,"0,557","0,56","0,73","0,423"
1300508,Barreirinha,"0,574","0,469","0,774","0,522"
2101707,Barreirinhas,"0,57","0,515","0,752","0,479"
2601409,Barreiros,"0,586","0,561","0,73","0,491"
3505500,Barretos,"0,789","0,762","0,875","0,738"
3505609,Barrinha,"0,725","0,711","0,829","0,646"
2302008,Barro,"0,599","0,556","0,758","0,51"
2903235,Barro Alto,"0,607","0,551","0,739","0,55"
5203203,Barro Alto,"0,742","0,701","0,854","0,682"
2903276,Barrocas,"0,61","0,574","0,786","0,503"
2201408,Barro Duro,"0,612","0,611","0,729","0,514"
1703107,Barrolândia,"0,642","0,6","0,817","0,541"
2903300,Barro Preto,"0,602","0,576","0,744","0,508"
2302057,Barroquinha,"0,571","0,512","0,72","0,505"
4302006,Barros Cassal,"0,65","0,69","0,795","0,5"
3105905,Barroso,"0,734","0,675","0,864","0,678"
3505708,Barueri,"0,786","0,791","0,866","0,708"
3505807,Bastos,"0,751","0,696","0,848","0,718"
5001904,Bataguassu,"0,71","0,698","0,847","0,606"
2201507,Batalha,"0,545","0,54","0,755","0,398"
2700706,Batalha,"0,594","0,563","0,752","0,496"
3505906,Batatais,"0,761","0,766","0,84","0,685"
5002001,Batayporã,"0,684","0,702","0,814","0,559"
2302107,Baturité,"0,619","0,574","0,753","0,548"
3506003,Bauru,"0,801","0,8","0,854","0,752"
2501807,Bayeux,"0,649","0,619","0,779","0,566"
3506102,Bebedouro,"0,78","0,756","0,853","0,735"
2302206,Beberibe,"0,638","0,585","0,778","0,571"
2302305,Bela Cruz,"0,623","0,533","0,76","0,598"
2101731,Belágua,"0,512","0,417","0,707","0,455"
5002100,Bela Vista,"0,698","0,699","0,83","0,585"
4102752,Bela Vista da Caroba,"0,681","0,667","0,828","0,572"
5203302,Bela Vista de Goiás,"0,716","0,721","0,837","0,607"
3106002,Bela Vista de Minas,"0,674","0,644","0,795","0,597"
2101772,Bela Vista do Maranhão,"0,554","0,515","0,735","0,45"
4102802,Bela Vista do Paraíso,"0,716","0,721","0,844","0,604"
2201556,Bela Vista do Piauí,"0,576","0,52","0,709","0,519"
4202131,Bela Vista do Toldo,"0,675","0,624","0,826","0,598"
1501402,Belém,"0,746","0,751","0,822","0,673"
2501906,Belém,"0,592","0,557","0,759","0,492"
2700805,Belém,"0,593","0,587","0,764","0,464"
2601508,Belém de Maria,"0,578","0,537","0,749","0,479"
2502003,Belém do Brejo do Cruz,"0,578","0,55","0,779","0,451"
2201572,Belém do Piauí,"0,551","0,537","0,696","0,448"
2601607,Belém do São Francisco,"0,642","0,611","0,784","0,553"
3300456,Belford Roxo,"0,684","0,662","0,808","0,598"
3106101,Belmiro Braga,"0,66","0,653","0,83","0,531"
2903409,Belmonte,"0,598","0,577","0,771","0,48"
4202156,Belmonte,"0,705","0,699","0,82","0,611"
2903508,Belo Campo,"0,575","0,562","0,76","0,444"
3106200,Belo Horizonte,"0,81","0,841","0,856","0,737"
2601706,Belo Jardim,"0,629","0,617","0,783","0,514"
2700904,Belo Monte,"0,517","0,507","0,725","0,376"
3106309,Belo Oriente,"0,686","0,655","0,813","0,606"
3106408,Belo Vale,"0,655","0,672","0,814","0,514"
1501451,Belterra,"0,588","0,548","0,775","0,478"
2201606,Beneditinos,"0,557","0,561","0,78","0,394"
2101806,Benedito Leite,"0,546","0,531","0,719","0,426"
4202206,Benedito Novo,"0,74","0,723","0,868","0,645"
1501501,Benevides,"0,665","0,623","0,798","0,592"
1300607,Benjamin Constant,"0,574","0,526","0,763","0,471"
4302055,Benjamin Constant do Sul,"0,619","0,601","0,801","0,492"
3506201,Bento de Abreu,"0,744","0,706","0,82","0,712"
2401602,Bento Fernandes,"0,582","0,542","0,737","0,494"
4302105,Bento Gonçalves,"0,778","0,805","0,842","0,695"
2101905,Bequimão,"0,601","0,51","0,757","0,561"
3106507,Berilo,"0,628","0,58","0,816","0,524"
3106655,Berizal,"0,604","0,56","0,757","0,52"
2502052,Bernardino Batista,"0,558","0,526","0,716","0,462"
3506300,Bernardino de Campos,"0,734","0,713","0,838","0,662"
2101939,Bernardo do Mearim,"0,604","0,544","0,742","0,547"
1703206,Bernardo Sayão,"0,638","0,606","0,748","0,573"
3506359,Bertioga,"0,73","0,727","0,817","0,654"
2201705,Bertolínia,"0,612","0,596","0,758","0,507"
3106606,Bertópolis,"0,594","0,576","0,799","0,455"
1300631,Beruri,"0,506","0,512","0,731","0,346"
2601805,Betânia,"0,559","0,533","0,742","0,441"
2201739,Betânia do Piauí,"0,489","0,486","0,702","0,342"
3106705,Betim,"0,749","0,709","0,864","0,687"
2601904,Bezerros,"0,606","0,608","0,752","0,487"
3106804,Bias Fortes,"0,62","0,605","0,796","0,495"
3106903,Bicas,"0,744","0,726","0,85","0,667"
4202305,Biguaçu,"0,739","0,733","0,836","0,659"
3506409,Bilac,"0,768","0,743","0,845","0,722"
3107000,Biquinhas,"0,688","0,684","0,857","0,555"
3506508,Birigui,"0,78","0,743","0,869","0,734"
3506607,Biritiba-Mirim,"0,712","0,71","0,795","0,64"
2903607,Biritinga,"0,538","0,525","0,738","0,402"
4102901,Bituruna,"0,667","0,645","0,829","0,556"
4202404,Blumenau,"0,806","0,812","0,894","0,722"
3107109,Boa Esperança,"0,704","0,694","0,855","0,587"
3201001,Boa Esperança,"0,679","0,651","0,816","0,59"
4103008,Boa Esperança,"0,72","0,687","0,808","0,673"
4103024,Boa Esperança do Iguaçu,"0,7","0,673","0,848","0,602"
3506706,Boa Esperança do Sul,"0,681","0,692","0,811","0,562"
2201770,Boa Hora,"0,575","0,534","0,772","0,46"
2903706,Boa Nova,"0,567","0,535","0,753","0,453"
2502102,Boa Ventura,"0,599","0,566","0,79","0,48"
4103040,Boa Ventura de São Roque,"0,655","0,635","0,802","0,553"
2302404,Boa Viagem,"0,598","0,553","0,768","0,504"
1400100,Boa Vista,"0,752","0,737","0,816","0,708"
2502151,Boa Vista,"0,649","0,59","0,796","0,582"
4103057,Boa Vista da Aparecida,"0,67","0,668","0,801","0,563"
4302154,Boa Vista das Missões,"0,676","0,666","0,825","0,561"
4302204,Boa Vista do Buricá,"0,762","0,761","0,834","0,697"
4302220,Boa Vista do Cadeado,"0,703","0,692","0,851","0,59"
2101970,Boa Vista do Gurupi,"0,545","0,515","0,681","0,461"
4302238,Boa Vista do Incra,"0,731","0,703","0,867","0,641"
1300680,Boa Vista do Ramos,"0,565","0,496","0,75","0,484"
4302253,Boa Vista do Sul,"0,728","0,77","0,852","0,587"
2903805,Boa Vista do Tupim,"0,551","0,514","0,729","0,447"
2701001,Boca da Mata,"0,604","0,56","0,758","0,518"
1300706,Boca do Acre,"0,588","0,576","0,777","0,455"
2201804,Bocaina,"0,632","0,614","0,773","0,532"
3506805,Bocaina,"0,742","0,741","0,84","0,656"
3107208,Bocaina de Minas,"0,645","0,665","0,848","0,476"
4202438,Bocaina do Sul,"0,647","0,642","0,768","0,549"
3107307,Bocaiúva,"0,7","0,648","0,822","0,644"
4103107,Bocaiúva do Sul,"0,64","0,679","0,816","0,473"
2401651,Bodó,"0,629","0,57","0,772","0,565"
2602001,Bodocó,"0,565","0,543","0,745","0,445"
5002159,Bodoquena,"0,666","0,665","0,776","0,573"
3506904,Bofete,"0,705","0,7","0,821","0,609"
3507001,Boituva,"0,78","0,757","0,861","0,728"
4202453,Bombinhas,"0,781","0,753","0,864","0,732"
2602100,Bom Conselho,"0,563","0,585","0,704","0,433"
3107406,Bom Despacho,"0,75","0,742","0,861","0,661"
2102002,Bom Jardim,"0,538","0,519","0,75","0,4"
2602209,Bom Jardim,"0,602","0,552","0,767","0,515"
3300506,Bom Jardim,"0,66","0,707","0,809","0,503"
4202503,Bom Jardim da Serra,"0,696","0,71","0,835","0,568"
5203401,Bom Jardim de Goiás,"0,67","0,68","0,811","0,545"
3107505,Bom Jardim de Minas,"0,673","0,653","0,822","0,569"
2201903,Bom Jesus,"0,668","0,665","0,799","0,562"
2401701,Bom Jesus,"0,584","0,583","0,743","0,46"
2502201,Bom Jesus,"0,597","0,584","0,762","0,477"
4202537,Bom Jesus,"0,718","0,74","0,827","0,606"
4302303,Bom Jesus,"0,666","0,697","0,832","0,51"
2903904,Bom Jesus da Lapa,"0,633","0,615","0,775","0,533"
3107604,Bom Jesus da Penha,"0,735","0,696","0,862","0,662"
2903953,Bom Jesus da Serra,"0,546","0,535","0,749","0,407"
2102036,Bom Jesus das Selvas,"0,558","0,537","0,751","0,431"
5203500,Bom Jesus de Goiás,"0,701","0,699","0,86","0,573"
3107703,Bom Jesus do Amparo,"0,683","0,655","0,834","0,582"
5101852,Bom Jesus do Araguaia,"0,661","0,665","0,784","0,555"
3107802,Bom Jesus do Galho,"0,623","0,615","0,8","0,491"
3300605,Bom Jesus do Itabapoana,"0,732","0,723","0,819","0,662"
3201100,Bom Jesus do Norte,"0,734","0,689","0,854","0,673"
4202578,Bom Jesus do Oeste,"0,712","0,725","0,83","0,601"
3507100,Bom Jesus dos Perdões,"0,713","0,716","0,802","0,631"
4103156,Bom Jesus do Sul,"0,697","0,64","0,805","0,656"
1501576,Bom Jesus do Tocantins,"0,589","0,601","0,777","0,437"
1703305,Bom Jesus do Tocantins,"0,66","0,621","0,833","0,555"
2102077,Bom Lugar,"0,562","0,486","0,741","0,493"
4302352,Bom Princípio,"0,746","0,751","0,836","0,661"
2201919,Bom Princípio do Piauí,"0,532","0,526","0,77","0,372"
4302378,Bom Progresso,"0,723","0,7","0,84","0,643"
3107901,Bom Repouso,"0,653","0,647","0,821","0,523"
4202602,Bom Retiro,"0,699","0,704","0,869","0,559"
4302402,Bom Retiro do Sul,"0,739","0,725","0,857","0,649"
2502300,Bom Sucesso,"0,592","0,558","0,752","0,494"
3108008,Bom Sucesso,"0,692","0,68","0,808","0,602"
4103206,Bom Sucesso,"0,686","0,692","0,82","0,57"
3507159,Bom Sucesso de Itararé,"0,66","0,605","0,775","0,613"
4103222,Bom Sucesso do Sul,"0,742","0,704","0,836","0,695"
1400159,Bonfim,"0,626","0,597","0,809","0,509"
3108107,Bonfim,"0,637","0,669","0,834","0,464"
2201929,Bonfim do Piauí,"0,542","0,542","0,707","0,415"
5203559,Bonfinópolis,"0,683","0,671","0,817","0,58"
3108206,Bonfinópolis de Minas,"0,678","0,655","0,796","0,598"
2904001,Boninal,"0,612","0,564","0,789","0,514"
1501600,Bonito,"0,546","0,531","0,77","0,398"
2602308,Bonito,"0,561","0,559","0,754","0,42"
2904050,Bonito,"0,561","0,552","0,685","0,467"
5002209,Bonito,"0,67","0,714","0,831","0,508"
3108255,Bonito de Minas,"0,537","0,514","0,776","0,388"
2502409,Bonito de Santa Fé,"0,574","0,564","0,786","0,427"
5203575,Bonópolis,"0,63","0,63","0,813","0,488"
2502508,Boqueirão,"0,607","0,592","0,763","0,496"
4302451,Boqueirão do Leão,"0,7","0,725","0,843","0,562"
2201945,Boqueirão do Piauí,"0,56","0,555","0,729","0,434"
2800670,Boquim,"0,604","0,581","0,771","0,492"
2904100,Boquira,"0,603","0,564","0,782","0,497"
3507209,Borá,"0,746","0,712","0,863","0,675"
3507308,Boracéia,"0,754","0,723","0,866","0,685"
1300805,Borba,"0,56","0,532","0,776","0,425"
2502706,Borborema,"0,558","0,544","0,75","0,426"
3507407,Borborema,"0,73","0,71","0,831","0,658"
3108305,Borda da Mata,"0,73","0,703","0,865","0,64"
3507456,Borebi,"0,705","0,674","0,846","0,615"
4103305,Borrazópolis,"0,717","0,695","0,838","0,633"
4302501,Bossoroca,"0,692","0,665","0,821","0,608"
3108404,Botelhos,"0,702","0,702","0,868","0,568"
3507506,Botucatu,"0,8","0,79","0,869","0,746"
3108503,Botumirim,"0,602","0,54","0,782","0,517"
2904209,Botuporã,"0,575","0,543","0,754","0,464"
4202701,Botuverá,"0,724","0,741","0,848","0,604"
4302584,Bozano,"0,745","0,773","0,853","0,628"
4202800,Braço do Norte,"0,778","0,746","0,881","0,716"
4202859,Braço do Trombudo,"0,78","0,766","0,883","0,702"
4302600,Braga,"0,674","0,656","0,83","0,563"
1501709,Bragança,"0,6","0,589","0,755","0,486"
3507605,Bragança Paulista,"0,776","0,772","0,861","0,704"
4103354,Braganey,"0,701","0,689","0,797","0,627"
2701100,Branquinha,"0,513","0,534","0,699","0,362"
5002308,Brasilândia,"0,701","0,721","0,837","0,57"
3108552,Brasilândia de Minas,"0,674","0,646","0,848","0,559"
4103370,Brasilândia do Sul,"0,681","0,68","0,813","0,572"
1703602,Brasilândia do Tocantins,"0,684","0,64","0,831","0,601"
1200104,Brasiléia,"0,614","0,619","0,77","0,485"
2201960,Brasileira,"0,577","0,572","0,752","0,446"
5300108,Brasília,"0,824","0,863","0,873","0,742"
3108602,Brasília de Minas,"0,656","0,612","0,813","0,568"
1501725,Brasil Novo,"0,613","0,632","0,809","0,451"
5101902,Brasnorte,"0,696","0,695","0,85","0,571"
3108909,Brasópolis,"0,692","0,697","0,841","0,566"
3108701,Brás Pires,"0,625","0,582","0,801","0,523"
3507704,Braúna,"0,737","0,725","0,83","0,664"
3108800,Braúnas,"0,624","0,635","0,802","0,478"
5203609,Brazabrantes,"0,701","0,677","0,826","0,615"
2602407,Brejão,"0,547","0,54","0,725","0,417"
3201159,Brejetuba,"0,656","0,63","0,828","0,54"
2401800,Brejinho,"0,592","0,585","0,722","0,492"
2602506,Brejinho,"0,574","0,563","0,681","0,493"
1703701,Brejinho de Nazaré,"0,686","0,635","0,82","0,619"
2102101,Brejo,"0,562","0,517","0,758","0,454"
3507753,Brejo Alegre,"0,71","0,702","0,826","0,618"
2602605,Brejo da Madre de Deus,"0,562","0,581","0,734","0,417"
2102150,Brejo de Areia,"0,519","0,507","0,677","0,408"
2502805,Brejo do Cruz,"0,597","0,575","0,798","0,463"
2201988,Brejo do Piauí,"0,515","0,531","0,725","0,354"
2502904,Brejo dos Santos,"0,619","0,564","0,776","0,541"
2904308,Brejões,"0,597","0,56","0,775","0,49"
2800704,Brejo Grande,"0,54","0,515","0,701","0,435"
1501758,Brejo Grande do Araguaia,"0,591","0,588","0,743","0,473"
2904407,Brejolândia,"0,592","0,533","0,746","0,523"
2302503,Brejo Santo,"0,647","0,596","0,768","0,592"
1501782,Breu Branco,"0,568","0,555","0,781","0,422"
1501808,Breves,"0,503","0,524","0,778","0,312"
5203807,Britânia,"0,672","0,692","0,802","0,546"
4302659,Brochier,"0,699","0,723","0,851","0,554"
3507803,Brodowski,"0,755","0,738","0,864","0,675"
3507902,Brotas,"0,74","0,724","0,815","0,688"
2904506,Brotas de Macaúbas,"0,57","0,552","0,754","0,445"
3109006,Brumadinho,"0,747","0,761","0,857","0,639"
2904605,Brumado,"0,656","0,63","0,807","0,554"
4202875,Brunópolis,"0,661","0,646","0,819","0,545"
4202909,Brusque,"0,795","0,794","0,894","0,707"
3109105,Bueno Brandão,"0,658","0,662","0,848","0,507"
3109204,Buenópolis,"0,669","0,65","0,796","0,579"
2602704,Buenos Aires,"0,593","0,556","0,778","0,481"
2904704,Buerarema,"0,613","0,604","0,772","0,495"
3109253,Bugre,"0,627","0,602","0,8","0,511"
2602803,Buíque,"0,527","0,497","0,746","0,395"
1200138,Bujari,"0,589","0,603","0,772","0,439"
1501907,Bujaru,"0,552","0,495","0,779","0,437"
3508009,Buri,"0,667","0,642","0,799","0,578"
3508108,Buritama,"0,763","0,736","0,839","0,72"
2102200,Buriti,"0,548","0,479","0,714","0,48"
5203906,Buriti Alegre,"0,71","0,7","0,831","0,614"
2102309,Buriti Bravo,"0,59","0,539","0,752","0,506"
2102325,Buriticupu,"0,556","0,533","0,708","0,455"
5203939,Buriti de Goiás,"0,687","0,707","0,806","0,57"
2202000,Buriti dos Lopes,"0,565","0,544","0,735","0,452"
2202026,Buriti dos Montes,"0,574","0,527","0,78","0,46"
1703800,Buriti do Tocantins,"0,627","0,575","0,713","0,601"
5203962,Buritinópolis,"0,704","0,727","0,813","0,591"
2904753,Buritirama,"0,565","0,504","0,761","0,471"
2102358,Buritirana,"0,583","0,54","0,725","0,505"
1100452,Buritis,"0,616","0,65","0,751","0,479"
3109303,Buritis,"0,672","0,666","0,815","0,558"
3508207,Buritizal,"0,735","0,743","0,83","0,643"
3109402,Buritizeiro,"0,624","0,603","0,768","0,524"
4302709,Butiá,"0,689","0,691","0,848","0,558"
1300839,Caapiranga,"0,569","0,544","0,775","0,436"
2503001,Caaporã,"0,602","0,565","0,757","0,509"
5002407,Caarapó,"0,692","0,676","0,828","0,592"
2904803,Caatiba,"0,561","0,579","0,752","0,406"
2503100,Cabaceiras,"0,611","0,574","0,759","0,523"
2904852,Cabaceiras do Paraguaçu,"0,581","0,525","0,763","0,49"
3109451,Cabeceira Grande,"0,648","0,638","0,788","0,542"
5204003,Cabeceiras,"0,668","0,637","0,819","0,571"
2202059,Cabeceiras do Piauí,"0,583","0,54","0,769","0,476"
2503209,Cabedelo,"0,748","0,782","0,822","0,651"
1100031,Cabixi,"0,65","0,65","0,757","0,559"
2602902,Cabo de Santo Agostinho,"0,686","0,654","0,812","0,609"
3300704,Cabo Frio,"0,735","0,743","0,836","0,64"
3109501,Cabo Verde,"0,674","0,686","0,847","0,527"
3508306,Cabrália Paulista,"0,694","0,667","0,811","0,619"
3508405,Cabreúva,"0,738","0,717","0,828","0,678"
2603009,Cabrobó,"0,623","0,581","0,773","0,539"
4203006,Caçador,"0,735","0,728","0,878","0,62"
3508504,Caçapava,"0,788","0,754","0,858","0,755"
4302808,Caçapava do Sul,"0,704","0,699","0,855","0,585"
1100601,Cacaulândia,"0,646","0,664","0,801","0,506"
4302907,Cacequi,"0,7","0,68","0,807","0,626"
5102504,Cáceres,"0,708","0,691","0,813","0,633"
2904902,Cachoeira,"0,647","0,615","0,762","0,577"
5204102,Cachoeira Alta,"0,71","0,75","0,84","0,569"
3109600,Cachoeira da Prata,"0,741","0,689","0,834","0,707"
5204201,Cachoeira de Goiás,"0,727","0,68","0,838","0,674"
3109709,Cachoeira de Minas,"0,706","0,673","0,821","0,637"
3102704,Cachoeira de Pajeú,"0,578","0,563","0,771","0,444"
1502004,Cachoeira do Arari,"0,546","0,525","0,778","0,398"
1501956,Cachoeira do Piriá,"0,473","0,449","0,779","0,303"
2503308,Cachoeira dos Índios,"0,587","0,583","0,766","0,453"
